cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
臺北市松山區莊敬里,3730,571,3695,588,3534,543,-196,-28
臺北市松山區東榮里,5269,1153,5079,1148,4929,1158,-340,5
臺北市松山區三民里,4615,796,4533,785,4392,725,-223,-71
臺北市松山區新益里,3153,459,3121,455,3012,460,-141,1
臺北市松山區富錦里,3526,671,3469,661,3339,660,-187,-11
臺北市松山區新東里,3379,646,3306,640,3209,621,-170,-25
臺北市松山區富泰里,3212,563,3127,535,3034,518,-178,-45
臺北市松山區介壽里,2938,781,2886,777,2808,754,-130,-27
臺北市松山區精忠里,2913,713,2872,730,2819,717,-94,4
臺北市松山區東光里,4862,653,4699,613,4513,534,-349,-119
臺北市松山區龍田里,7092,1986,7065,1981,6943,1885,-149,-101
臺北市松山區東昌里,1798,477,1775,465,1710,443,-88,-34
臺北市松山區東勢里,2854,634,2789,589,2701,571,-153,-63
臺北市松山區中華里,4228,1104,4194,1120,4067,1118,-161,14
臺北市松山區民有里,5868,963,5697,978,5448,913,-420,-50
臺北市松山區民福里,4477,559,4313,539,4071,464,-406,-95
臺北市松山區慈祐里,5851,711,5822,682,5730,636,-121,-75
臺北市松山區安平里,6068,855,5938,788,5747,771,-321,-84
臺北市松山區鵬程里,4018,493,3950,480,3784,444,-234,-49
臺北市松山區自強里,6783,1210,6410,1079,6081,980,-702,-230
臺北市松山區吉祥里,5864,898,5635,812,5356,781,-508,-117
臺北市松山區新聚里,5736,845,5542,800,5303,762,-433,-83
臺北市松山區復盛里,4446,662,4347,605,4154,583,-292,-79
臺北市松山區中正里,6804,2017,6661,2013,6509,1969,-295,-48
臺北市松山區中崙里,2921,805,2888,819,2867,793,-54,-12
臺北市松山區美仁里,2394,619,2358,603,2322,605,-72,-14
臺北市松山區吉仁里,2723,659,2679,673,2608,655,-115,-4
臺北市松山區敦化里,4706,1142,4625,1154,4495,1108,-211,-34
臺北市松山區復源里,2213,541,2205,557,2152,547,-61,6
臺北市松山區復建里,3178,741,3110,759,3089,755,-89,14
臺北市松山區復勢里,4375,894,4318,866,4189,852,-186,-42
臺北市松山區福成里,1768,382,1701,368,1665,366,-103,-16
臺北市松山區松基里,2501,391,2423,393,2319,382,-182,-9
臺北市信義區西村里,3872,526,3803,484,3735,475,-137,-51
臺北市信義區正和里,3105,589,3050,583,2922,573,-183,-16
臺北市信義區興隆里,1846,311,1730,270,1652,254,-194,-57
臺北市信義區中興里,2431,395,2345,375,2267,331,-164,-64
臺北市信義區新仁里,2253,426,2188,407,2105,374,-148,-52
臺北市信義區興雅里,3922,556,3764,530,3611,481,-311,-75
臺北市信義區敦厚里,3698,593,3602,584,3480,541,-218,-52
臺北市信義區廣居里,5479,1235,5313,1187,5109,1118,-370,-117
臺北市信義區安康里,7232,1853,7036,1776,6854,1745,-378,-108
臺北市信義區六藝里,2680,487,2623,482,2573,463,-107,-24
臺北市信義區雅祥里,3630,540,3617,525,3510,492,-120,-48
臺北市信義區五常里,2624,386,2520,369,2424,337,-200,-49
臺北市信義區五全里,3539,471,3381,435,3226,406,-313,-65
臺北市信義區永吉里,3011,415,2915,420,2812,388,-199,-27
臺北市信義區長春里,3177,361,3093,340,2998,303,-179,-58
臺北市信義區四育里,4040,525,3873,481,3727,458,-313,-67
臺北市信義區四維里,3852,425,3709,433,3549,409,-303,-16
臺北市信義區永春里,3503,518,3444,462,3331,441,-172,-77
臺北市信義區富台里,3231,530,3162,504,3103,496,-128,-34
臺北市信義區國業里,5369,1221,5245,1176,5048,1117,-321,-104
臺北市信義區松隆里,1648,206,1567,188,1544,167,-104,-39
臺北市信義區松友里,4722,1010,4656,1016,4504,963,-218,-47
臺北市信義區松光里,3416,397,3279,385,3192,360,-224,-37
臺北市信義區中坡里,3189,420,3090,396,2956,358,-233,-62
臺北市信義區中行里,5823,862,5638,810,5407,736,-416,-126
臺北市信義區大道里,4343,593,4241,567,4072,517,-271,-76
臺北市信義區大仁里,2856,353,2771,340,2686,313,-170,-40
臺北市信義區景新里,3534,631,3479,620,3370,571,-164,-60
臺北市信義區惠安里,4898,607,4742,593,4551,525,-347,-82
臺北市信義區三張里,6212,907,6077,868,5867,812,-345,-95
臺北市信義區三犁里,3640,533,3568,505,3463,477,-177,-56
臺北市信義區六合里,4850,594,4697,572,4577,537,-273,-57
臺北市信義區泰和里,5814,814,5699,769,5385,679,-429,-135
臺北市信義區景聯里,3220,388,3123,393,3014,387,-206,-1
臺北市信義區景勤里,2821,393,2730,366,2621,321,-200,-72
臺北市信義區雙和里,5147,763,5007,671,4874,645,-273,-118
臺北市信義區嘉興里,2239,279,2180,253,2094,216,-145,-63
臺北市信義區黎順里,2929,401,2847,382,2739,347,-190,-54
臺北市信義區黎平里,5065,689,4915,642,4774,613,-291,-76
臺北市信義區黎忠里,3464,449,3380,433,3260,398,-204,-51
臺北市信義區黎安里,1412,149,1363,156,1304,144,-108,-5
臺北市大安區德安里,3721,758,3670,744,3514,691,-207,-67
臺北市大安區仁慈里,3599,1050,3611,1052,3515,1038,-84,-12
臺北市大安區和安里,4784,1159,4637,1152,4515,1123,-269,-36
臺北市大安區民炤里,5237,1138,5185,1142,5076,1109,-161,-29
臺北市大安區仁愛里,3290,694,3193,679,3044,617,-246,-77
臺北市大安區義村里,3737,400,3618,361,3465,343,-272,-57
臺北市大安區民輝里,4499,719,4350,668,4235,664,-264,-55
臺北市大安區昌隆里,1998,218,1957,203,1888,193,-110,-25
臺北市大安區誠安里,2781,331,2705,314,2546,301,-235,-30
臺北市大安區光武里,4903,916,4782,889,4607,868,-296,-48
臺北市大安區龍坡里,3820,950,3718,945,3615,923,-205,-27
臺北市大安區龍泉里,3340,844,3357,901,3336,900,-4,56
臺北市大安區古風里,2815,523,2772,537,2684,536,-131,13
臺北市大安區古莊里,4989,995,4993,1035,4871,1052,-118,57
臺北市大安區龍安里,5399,1307,5357,1242,5352,1261,-47,-46
臺北市大安區錦安里,3996,1217,3999,1229,3938,1202,-58,-15
臺北市大安區福住里,4329,1340,4298,1350,4207,1313,-122,-27
臺北市大安區永康里,2562,708,2515,677,2440,699,-122,-9
臺北市大安區光明里,2569,777,2567,804,2583,831,14,54
臺北市大安區錦泰里,2447,744,2426,765,2424,785,-23,41
臺北市大安區錦華里,3932,1184,3909,1224,3839,1217,-93,33
臺北市大安區龍圖里,4588,829,4472,817,4320,787,-268,-42
臺北市大安區新龍里,4702,1083,4625,1103,4514,1050,-188,-33
臺北市大安區龍陣里,2323,324,2262,303,2220,310,-103,-14
臺北市大安區龍雲里,3227,515,3152,494,3000,446,-227,-69
臺北市大安區龍生里,4580,1188,4521,1169,4379,1155,-201,-33
臺北市大安區住安里,3577,520,3456,485,3300,439,-277,-81
臺北市大安區義安里,3608,544,3504,532,3382,526,-226,-18
臺北市大安區通化里,4444,637,4349,658,4207,620,-237,-17
臺北市大安區通安里,3827,565,3733,524,3616,511,-211,-54
臺北市大安區臨江里,2975,406,2928,361,2863,344,-112,-62
臺北市大安區法治里,3143,476,3046,465,2940,445,-203,-31
臺北市大安區全安里,2888,452,2824,447,2729,418,-159,-34
臺北市大安區群賢里,3934,605,3818,588,3649,542,-285,-63
臺北市大安區群英里,4855,628,4753,586,4561,579,-294,-49
臺北市大安區虎嘯里,2638,464,2616,443,2477,417,-161,-47
臺北市大安區臥龍里,1441,482,1428,495,1394,491,-47,9
臺北市大安區龍淵里,6465,2066,6360,2006,6188,1928,-277,-138
臺北市大安區龍門里,2809,784,2793,796,2747,800,-62,16
臺北市大安區大學里,5692,1124,5673,1151,5453,1108,-239,-16
臺北市大安區芳和里,4053,555,3949,548,3878,546,-175,-9
臺北市大安區黎元里,4010,602,3922,608,3813,590,-197,-12
臺北市大安區黎孝里,5396,756,5278,779,5098,740,-298,-16
臺北市大安區黎和里,3538,430,3387,402,3154,390,-384,-40
臺北市大安區建安里,3287,643,3183,610,3088,572,-199,-71
臺北市大安區建倫里,3984,868,3939,883,3743,834,-241,-34
臺北市大安區敦安里,4116,996,4036,985,3907,973,-209,-23
臺北市大安區正聲里,3148,650,3097,614,2911,581,-237,-69
臺北市大安區敦煌里,3915,1120,3821,1129,3722,1069,-193,-51
臺北市大安區華聲里,2811,548,2765,543,2659,526,-152,-22
臺北市大安區車層里,4112,768,4025,743,3869,679,-243,-89
臺北市大安區光信里,5160,1084,5039,1084,4788,1027,-372,-57
臺北市大安區學府里,1736,333,1697,359,1648,329,-88,-4
臺北市中山區正守里,2298,324,2235,326,2182,339,-116,15
臺北市中山區正義里,3938,455,3806,436,3731,441,-207,-14
臺北市中山區正得里,2596,332,2524,333,2448,325,-148,-7
臺北市中山區民安里,3072,446,3007,442,2869,419,-203,-27
臺北市中山區康樂里,1898,205,1861,208,1789,193,-109,-12
臺北市中山區中山里,5018,593,4946,601,4800,550,-218,-43
臺北市中山區聚盛里,3108,351,3027,316,2943,297,-165,-54
臺北市中山區集英里,5071,989,4970,963,4816,897,-255,-92
臺北市中山區聚葉里,2852,377,2792,369,2746,342,-106,-35
臺北市中山區恆安里,3576,541,3556,528,3524,518,-52,-23
臺北市中山區晴光里,3947,526,3888,494,3745,483,-202,-43
臺北市中山區圓山里,3089,494,2980,459,2886,420,-203,-74
臺北市中山區劍潭里,2490,514,2434,470,2352,446,-138,-68
臺北市中山區大直里,6316,1377,6107,1333,5856,1248,-460,-129
臺北市中山區成功里,4853,1246,4714,1182,4561,1112,-292,-134
臺北市中山區永安里,6795,1458,6609,1399,6461,1384,-334,-74
臺北市中山區大佳里,764,133,746,134,732,134,-32,1
臺北市中山區新喜里,3878,618,3763,567,3580,502,-298,-116
臺北市中山區新庄里,3637,534,3556,491,3420,420,-217,-114
臺北市中山區新福里,3704,571,3619,526,3539,500,-165,-71
臺北市中山區松江里,4485,787,4328,768,4200,749,-285,-38
臺北市中山區新生里,3494,458,3385,416,3218,369,-276,-89
臺北市中山區中庄里,3669,470,3561,445,3411,405,-258,-65
臺北市中山區行政里,5432,548,5285,503,5113,461,-319,-87
臺北市中山區行仁里,5945,904,5760,854,5522,780,-423,-124
臺北市中山區行孝里,3097,420,3051,408,3028,373,-69,-47
臺北市中山區下埤里,5440,714,5313,712,5084,645,-356,-69
臺北市中山區江寧里,4916,799,4799,753,4578,721,-338,-78
臺北市中山區江山里,5257,762,5126,718,4933,678,-324,-84
臺北市中山區中吉里,3931,749,3892,769,3816,765,-115,16
臺北市中山區中原里,3543,546,3510,512,3381,503,-162,-43
臺北市中山區興亞里,3797,486,3688,531,3624,548,-173,62
臺北市中山區中央里,2588,528,2472,494,2441,449,-147,-79
臺北市中山區朱馥里,4173,707,4082,683,4000,652,-173,-55
臺北市中山區龍洲里,3605,425,3548,408,3397,394,-208,-31
臺北市中山區朱園里,3226,478,3212,479,3108,493,-118,15
臺北市中山區埤頭里,2328,279,2249,275,2176,277,-152,-2
臺北市中山區朱崙里,1966,296,2037,295,2028,292,62,-4
臺北市中山區力行里,4186,624,4111,628,4003,632,-183,8
臺北市中山區復華里,3308,535,3243,546,3162,541,-146,6
臺北市中山區金泰里,5711,1182,5763,1138,5756,1148,45,-34
臺北市中山區北安里,1843,344,1778,343,1708,335,-135,-9
臺北市中正區水源里,2021,342,2018,359,1973,340,-48,-2
臺北市中正區富水里,1862,386,1838,389,1780,368,-82,-18
臺北市中正區文盛里,1680,237,1711,265,1685,281,5,44
臺北市中正區林興里,3291,553,3279,558,3220,526,-71,-27
臺北市中正區河堤里,3135,418,3055,409,2910,394,-225,-24
臺北市中正區頂東里,4151,582,3992,556,3879,523,-272,-59
臺北市中正區網溪里,4057,610,3914,553,3784,528,-273,-82
臺北市中正區板溪里,2255,308,2170,287,2104,302,-151,-6
臺北市中正區螢圃里,3867,499,3862,501,3739,448,-128,-51
臺北市中正區螢雪里,3097,410,3029,397,2887,355,-210,-55
臺北市中正區永功里,4413,846,4268,755,4269,737,-144,-109
臺北市中正區永昌里,3498,414,3405,384,3261,349,-237,-65
臺北市中正區龍興里,2687,999,2581,915,2475,847,-212,-152
臺北市中正區忠勤里,4762,437,4592,389,4428,367,-334,-70
臺北市中正區廈安里,3153,1120,3097,1092,3002,1051,-151,-69
臺北市中正區愛國里,2205,617,2169,654,2106,645,-99,28
臺北市中正區南門里,1803,520,1749,505,1700,507,-103,-13
臺北市中正區龍光里,2259,748,2200,723,2143,680,-116,-68
臺北市中正區南福里,7629,1948,7753,2103,7774,2246,145,298
臺北市中正區龍福里,3911,1197,3781,1165,3525,1081,-386,-116
臺北市中正區新營里,6311,2181,6158,2177,5941,2103,-370,-78
臺北市中正區建國里,1142,428,1102,416,1074,413,-68,-15
臺北市中正區光復里,2654,555,2628,548,2587,543,-67,-12
臺北市中正區黎明里,2317,541,2274,568,2287,577,-30,36
臺北市中正區梅花里,2122,322,2046,324,1977,310,-145,-12
臺北市中正區幸福里,3837,589,3760,575,3710,563,-127,-26
臺北市中正區幸市里,2945,474,2871,470,2731,435,-214,-39
臺北市中正區東門里,2655,630,2549,641,2431,621,-224,-9
臺北市中正區文北里,3623,812,3625,837,3497,777,-126,-35
臺北市中正區文祥里,5433,1582,5377,1558,5238,1595,-195,13
臺北市中正區三愛里,5731,1346,5636,1375,5494,1393,-237,47
臺北市大同區玉泉里,2059,344,1994,297,1956,273,-103,-71
臺北市大同區建明里,2410,375,2277,343,2138,323,-272,-52
臺北市大同區建功里,3340,556,3297,552,3195,547,-145,-9
臺北市大同區建泰里,2634,600,2569,607,2464,592,-170,-8
臺北市大同區永樂里,3763,637,3602,584,3434,541,-329,-96
臺北市大同區朝陽里,3169,408,3185,414,3056,381,-113,-27
臺北市大同區星明里,4316,1018,4216,1015,4114,946,-202,-72
臺北市大同區光能里,3576,757,3533,772,3445,772,-131,15
臺北市大同區大有里,3423,582,3323,570,3148,529,-275,-53
臺北市大同區延平里,3015,464,2955,423,2852,398,-163,-66
臺北市大同區雙連里,6742,1402,6597,1323,6426,1317,-316,-85
臺北市大同區南芳里,2900,586,2801,539,2739,533,-161,-53
臺北市大同區民權里,4704,1062,4518,1030,4381,996,-323,-66
臺北市大同區景星里,1887,260,1863,266,1742,248,-145,-12
臺北市大同區隆和里,2171,445,2167,439,2324,455,153,10
臺北市大同區蓬萊里,3614,577,3535,557,3371,525,-243,-52
臺北市大同區國順里,1945,249,1855,249,1802,260,-143,11
臺北市大同區國慶里,3239,508,3231,551,3167,559,-72,51
臺北市大同區揚雅里,3216,339,3188,295,3174,288,-42,-51
臺北市大同區斯文里,3596,472,3408,416,3244,384,-352,-88
臺北市大同區鄰江里,4658,591,4592,637,4453,641,-205,50
臺北市大同區至聖里,5707,839,5579,767,5371,650,-336,-189
臺北市大同區老師里,4296,651,4192,596,4059,559,-237,-92
臺北市大同區重慶里,4743,796,4640,707,4662,691,-81,-105
臺北市大同區保安里,2900,401,2785,409,2846,382,-54,-19
臺北市萬華區福星里,3852,629,3740,569,3626,527,-226,-102
