cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
臺東縣臺東市富岡里,1225,114,1192,100,1151,100,-74,-14
臺東縣臺東市富豐里,720,91,732,94,734,91,14,0
臺東縣臺東市岩灣里,1903,132,1934,131,1957,123,54,-9
臺東縣臺東市南王里,2343,212,2353,214,2361,212,18,0
臺東縣臺東市卑南里,2440,204,2425,195,2452,181,12,-23
臺東縣臺東市南榮里,2268,247,2245,259,2257,272,-11,25
臺東縣臺東市新生里,5713,578,5663,585,5579,574,-134,-4
臺東縣臺東市民生里,2570,281,2510,266,2428,257,-142,-24
臺東縣臺東市寶桑里,724,113,703,87,674,88,-50,-25
臺東縣臺東市馬蘭里,2298,816,2193,778,2126,775,-172,-41
臺東縣臺東市中心里,2646,774,2627,833,2618,829,-28,55
臺東縣臺東市自強里,3450,943,3420,954,3349,987,-101,44
臺東縣臺東市民族里,1253,722,1219,732,1169,735,-84,13
臺東縣臺東市四維里,542,99,546,95,527,81,-15,-18
臺東縣臺東市中華里,1394,163,1389,167,1329,153,-65,-10
臺東縣臺東市強國里,527,58,508,55,501,54,-26,-4
臺東縣臺東市建國里,1042,84,1007,88,956,103,-86,19
臺東縣臺東市民權里,734,103,704,95,664,92,-70,-11
臺東縣臺東市仁愛里,567,43,562,47,537,48,-30,5
臺東縣臺東市中正里,600,26,570,23,549,17,-51,-9
臺東縣臺東市大同里,612,61,594,57,597,66,-15,5
臺東縣臺東市成功里,644,60,627,64,632,74,-12,14
臺東縣臺東市文化里,781,416,748,419,772,421,-9,5
臺東縣臺東市中山里,578,206,564,208,540,216,-38,10
臺東縣臺東市復國里,496,44,488,47,466,35,-30,-9
臺東縣臺東市興國里,622,240,597,234,569,232,-53,-8
臺東縣臺東市復興里,334,42,345,45,315,31,-19,-11
臺東縣臺東市鐵花里,320,18,305,16,288,13,-32,-5
臺東縣臺東市新園里,1397,132,1413,138,1395,132,-2,0
臺東縣臺東市豐田里,1740,256,1741,234,1840,248,100,-8
臺東縣臺東市豐年里,2666,298,2662,310,2647,287,-19,-11
臺東縣臺東市光明里,2405,520,2398,518,2392,472,-13,-48
臺東縣臺東市豐樂里,1288,208,1271,202,1251,203,-37,-5
臺東縣臺東市永樂里,1923,353,1917,344,1924,353,1,0
臺東縣臺東市康樂里,1171,168,1173,170,1153,173,-18,5
臺東縣臺東市東海里,2416,607,2347,585,2281,573,-135,-34
臺東縣臺東市新興里,813,83,774,71,756,86,-57,3
臺東縣臺東市豐榮里,7216,727,7182,708,7090,688,-126,-39
臺東縣臺東市豐谷里,4465,476,4415,475,4314,482,-151,6
臺東縣臺東市豐里里,2035,226,2028,226,2010,228,-25,2
臺東縣臺東市豐原里,999,152,971,134,960,137,-39,-15
臺東縣臺東市建和里,1128,148,1132,153,1110,140,-18,-8
臺東縣臺東市建興里,761,52,766,43,752,39,-9,-13
臺東縣臺東市建業里,1052,106,1062,100,1035,106,-17,0
臺東縣臺東市知本里,1155,128,1136,121,1140,121,-15,-7
臺東縣臺東市建農里,1757,195,1748,183,1752,195,-5,0
臺東縣成功鎮博愛里,462,28,437,21,424,21,-38,-7
臺東縣成功鎮忠孝里,737,69,710,63,691,68,-46,-1
臺東縣成功鎮三仙里,1134,115,1107,112,1066,104,-68,-11
臺東縣成功鎮三民里,2249,224,2192,213,2143,196,-106,-28
臺東縣成功鎮忠智里,1521,242,1493,239,1454,220,-67,-22
臺東縣成功鎮忠仁里,1811,219,1758,216,1713,209,-98,-10
臺東縣成功鎮和平里,551,42,526,37,529,46,-22,4
臺東縣成功鎮信義里,1435,129,1392,118,1351,109,-84,-20
臺東縣關山鎮德高里,1302,123,1300,124,1277,115,-25,-8
臺東縣關山鎮豐泉里,962,157,949,158,920,155,-42,-2
臺東縣關山鎮新福里,738,98,735,104,710,112,-28,14
臺東縣關山鎮中福里,660,89,618,89,590,81,-70,-8
臺東縣關山鎮里壠里,1370,205,1347,195,1291,189,-79,-16
臺東縣關山鎮電光里,416,47,409,41,402,39,-14,-8
臺東縣關山鎮月眉里,585,58,566,54,546,46,-39,-12
臺東縣卑南鄉嘉豐村,396,51,391,50,388,46,-8,-5
臺東縣卑南鄉利吉村,346,29,333,35,330,34,-16,5
臺東縣卑南鄉富山村,392,40,386,39,381,44,-11,4
臺東縣卑南鄉富源村,247,17,233,14,223,10,-24,-7
臺東縣卑南鄉明峰村,906,102,901,89,868,81,-38,-21
臺東縣卑南鄉初鹿村,1041,110,1027,109,987,101,-54,-9
臺東縣卑南鄉美農村,854,83,849,81,831,71,-23,-12
臺東縣卑南鄉賓朗村,1815,172,1811,164,1800,158,-15,-14
臺東縣卑南鄉泰安村,1003,154,992,145,1010,136,7,-18
臺東縣卑南鄉太平村,2705,275,2699,273,2691,288,-14,13
臺東縣卑南鄉利嘉村,941,125,949,121,926,127,-15,2
臺東縣卑南鄉東興村,1042,134,1045,132,1015,118,-27,-16
臺東縣卑南鄉溫泉村,864,139,822,120,787,105,-77,-34
臺東縣大武鄉大竹村,644,82,630,76,627,66,-17,-16
臺東縣大武鄉大鳥村,1006,140,971,128,953,120,-53,-20
臺東縣大武鄉大武村,1107,152,1082,150,1038,154,-69,2
臺東縣大武鄉尚武村,1183,101,1123,96,1093,99,-90,-2
臺東縣大武鄉南興村,474,38,447,45,441,46,-33,8
臺東縣太麻里鄉美和村,1069,112,1059,103,1064,89,-5,-23
臺東縣太麻里鄉三和村,488,53,472,40,462,25,-26,-28
臺東縣太麻里鄉華源村,444,26,423,23,412,24,-32,-2
臺東縣太麻里鄉北里村,447,55,451,49,455,38,8,-17
臺東縣太麻里鄉泰和村,1139,137,1113,127,1086,113,-53,-24
臺東縣太麻里鄉大王村,1417,176,1409,155,1388,167,-29,-9
臺東縣太麻里鄉香蘭村,628,60,630,61,624,62,-4,2
臺東縣太麻里鄉金崙村,1510,191,1496,170,1471,178,-39,-13
臺東縣太麻里鄉多良村,777,105,761,104,762,94,-15,-11
臺東縣東河鄉北源村,1257,78,1218,84,1185,79,-72,1
臺東縣東河鄉泰源村,932,90,906,88,895,79,-37,-11
臺東縣東河鄉東河村,751,75,754,66,731,60,-20,-15
臺東縣東河鄉尚德村,204,22,195,21,186,14,-18,-8
臺東縣東河鄉隆昌村,402,28,386,25,370,26,-32,-2
臺東縣東河鄉興昌村,658,65,649,61,642,62,-16,-3
臺東縣東河鄉都蘭村,1658,169,1619,172,1586,164,-72,-5
臺東縣長濱鄉樟原村,449,31,432,32,418,24,-31,-7
臺東縣長濱鄉三間村,851,75,844,73,841,84,-10,9
臺東縣長濱鄉忠勇村,419,56,412,50,407,51,-12,-5
臺東縣長濱鄉長濱村,1555,149,1535,140,1514,128,-41,-21
臺東縣長濱鄉竹湖村,689,62,673,58,649,51,-40,-11
臺東縣長濱鄉寧埔村,935,75,893,64,848,55,-87,-20
臺東縣鹿野鄉瑞和村,543,63,527,55,517,51,-26,-12
臺東縣鹿野鄉瑞豐村,711,50,700,47,658,46,-53,-4
臺東縣鹿野鄉瑞源村,675,87,660,78,639,74,-36,-13
臺東縣鹿野鄉永安村,1212,128,1176,128,1180,128,-32,0
臺東縣鹿野鄉瑞隆村,715,63,701,69,677,61,-38,-2
臺東縣鹿野鄉鹿野村,870,93,848,73,805,70,-65,-23
臺東縣鹿野鄉龍田村,826,92,796,85,784,66,-42,-26
臺東縣池上鄉福文村,917,106,900,105,877,99,-40,-7
臺東縣池上鄉慶豐村,511,37,509,46,508,58,-3,21
臺東縣池上鄉大坡村,242,24,237,28,230,26,-12,2
臺東縣池上鄉大埔村,613,57,595,64,577,63,-36,6
臺東縣池上鄉福原村,1566,216,1563,240,1520,243,-46,27
臺東縣池上鄉錦園村,261,25,259,30,240,21,-21,-4
臺東縣池上鄉新興村,666,66,641,58,623,60,-43,-6
臺東縣池上鄉萬安村,223,34,216,28,213,27,-10,-7
臺東縣池上鄉富興村,312,30,307,29,307,28,-5,-2
臺東縣池上鄉振興村,348,32,341,34,334,29,-14,-3
臺東縣綠島鄉公舘村,901,119,877,116,867,105,-34,-14
臺東縣綠島鄉中寮村,945,118,918,106,929,110,-16,-8
臺東縣綠島鄉南寮村,1344,146,1335,147,1356,150,12,4
臺東縣延平鄉武陵村,538,106,540,92,554,96,16,-10
臺東縣延平鄉永康村,291,54,288,55,294,50,3,-4
臺東縣延平鄉紅葉村,388,65,382,70,369,73,-19,8
臺東縣延平鄉鸞山村,544,82,522,87,515,91,-29,9
臺東縣延平鄉桃源村,960,165,938,165,933,174,-27,9
臺東縣海端鄉廣原村,705,166,692,162,686,159,-19,-7
臺東縣海端鄉霧鹿村,226,51,227,45,219,39,-7,-12
臺東縣海端鄉利稻村,247,53,240,50,235,49,-12,-4
臺東縣海端鄉海端村,919,174,901,152,883,155,-36,-19
臺東縣海端鄉崁頂村,540,105,521,100,533,107,-7,2
臺東縣海端鄉加拿村,467,84,460,79,477,79,10,-5
臺東縣達仁鄉台坂村,520,64,513,74,519,67,-1,3
臺東縣達仁鄉土坂村,796,99,787,101,786,86,-10,-13
臺東縣達仁鄉新化村,284,32,272,30,277,30,-7,-2
臺東縣達仁鄉安朔村,504,64,491,59,468,57,-36,-7
臺東縣達仁鄉森永村,365,42,334,31,317,29,-48,-13
臺東縣達仁鄉南田村,274,18,285,25,289,27,15,9
臺東縣金峰鄉新興村,497,90,483,99,485,95,-12,5
臺東縣金峰鄉正興村,561,76,554,83,551,78,-10,2
臺東縣金峰鄉嘉蘭村,1162,215,1151,209,1145,197,-17,-18
臺東縣金峰鄉賓茂村,298,49,295,49,291,52,-7,3
臺東縣金峰鄉歷坵村,297,50,293,50,287,54,-10,4
臺東縣蘭嶼鄉東清村,1217,206,1223,202,1230,202,13,-4
臺東縣蘭嶼鄉朗島村,734,125,719,111,730,117,-4,-8
臺東縣蘭嶼鄉紅頭村,1156,151,1159,141,1164,147,8,-4
臺東縣蘭嶼鄉椰油村,915,181,902,171,904,161,-11,-20
