cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
高雄市鹽埕區藍橋里,1088,117,1061,107,1043,93,-45,-24
高雄市鹽埕區慈愛里,272,25,255,21,238,21,-34,-4
高雄市鹽埕區博愛里,488,36,477,42,475,39,-13,3
高雄市鹽埕區壽星里,993,95,963,82,928,84,-65,-11
高雄市鹽埕區中山里,832,77,882,86,928,90,96,13
高雄市鹽埕區教仁里,1554,134,1520,126,1477,116,-77,-18
高雄市鹽埕區新樂里,632,55,609,53,585,51,-47,-4
高雄市鹽埕區中原里,470,54,456,54,422,57,-48,3
高雄市鹽埕區光明里,1069,78,1061,93,1048,80,-21,2
高雄市鹽埕區育仁里,577,73,587,75,565,77,-12,4
高雄市鹽埕區河濱里,1279,116,1224,112,1183,93,-96,-23
高雄市鹽埕區沙地里,590,57,543,60,554,53,-36,-4
高雄市鹽埕區南端里,731,66,701,66,670,66,-61,0
高雄市鹽埕區港都里,820,96,803,85,770,78,-50,-18
高雄市鹽埕區江西里,850,72,845,69,792,69,-58,-3
高雄市鹽埕區新豐里,670,107,662,98,638,91,-32,-16
高雄市鹽埕區府北里,1548,124,1581,138,1551,129,3,5
高雄市鹽埕區陸橋里,888,84,868,76,841,72,-47,-12
高雄市鹽埕區瀨南里,437,24,421,22,404,22,-33,-2
高雄市鹽埕區新化里,471,51,445,47,425,52,-46,1
高雄市鹽埕區江南里,513,69,504,56,476,56,-37,-13
高雄市鼓山區鼓峰里,1549,107,1544,114,1515,115,-34,8
高雄市鼓山區雄峰里,1571,128,1524,126,1450,118,-121,-10
高雄市鼓山區前峰里,3305,256,3219,266,3115,260,-190,4
高雄市鼓山區光榮里,2722,260,2670,261,2617,251,-105,-9
高雄市鼓山區民族里,1022,96,1015,92,998,84,-24,-12
高雄市鼓山區內惟里,875,91,874,73,851,63,-24,-28
高雄市鼓山區建國里,2041,218,2010,229,1955,212,-86,-6
高雄市鼓山區忠正里,3019,298,2971,285,2867,290,-152,-8
高雄市鼓山區自強里,469,34,470,30,451,26,-18,-8
高雄市鼓山區龍井里,956,93,949,100,916,88,-40,-5
高雄市鼓山區正德里,1661,168,1653,169,1615,162,-46,-6
高雄市鼓山區平和里,2789,313,2737,310,2658,299,-131,-14
高雄市鼓山區民強里,2111,199,2022,197,1948,186,-163,-13
高雄市鼓山區厚生里,2571,293,2551,267,2512,261,-59,-32
高雄市鼓山區龍子里,13727,4034,13910,4006,13927,3941,200,-93
高雄市鼓山區龍水里,19607,6346,20206,6445,20683,6601,1076,255
高雄市鼓山區明誠里,14851,3302,14865,3364,14741,3305,-110,3
高雄市鼓山區華豐里,3340,288,3248,257,3191,270,-149,-18
高雄市鼓山區裕興里,2614,292,2567,279,2504,283,-110,-9
高雄市鼓山區裕豐里,2099,142,2013,163,1947,164,-152,22
高雄市鼓山區鼓岩里,869,56,833,44,808,44,-61,-12
高雄市鼓山區樹德里,945,91,921,85,894,81,-51,-10
高雄市鼓山區寶樹里,1531,67,1515,62,1536,66,5,-1
高雄市鼓山區興宗里,1005,71,982,71,938,66,-67,-5
高雄市鼓山區光化里,983,80,956,72,950,76,-33,-4
高雄市鼓山區山下里,1093,106,1081,110,1049,113,-44,7
高雄市鼓山區河邊里,1118,77,1064,77,1014,76,-104,-1
高雄市鼓山區綠川里,1122,120,1067,125,1043,117,-79,-3
高雄市鼓山區登山里,448,26,437,23,428,18,-20,-8
高雄市鼓山區峰南里,663,61,640,60,610,54,-53,-7
高雄市鼓山區麗興里,738,61,711,55,688,63,-50,2
高雄市鼓山區新民里,793,80,772,80,754,78,-39,-2
高雄市鼓山區延平里,598,70,583,60,566,51,-32,-19
高雄市鼓山區維生里,969,74,931,74,902,63,-67,-11
高雄市鼓山區惠安里,916,68,871,65,850,67,-66,-1
高雄市鼓山區壽山里,1090,116,1068,107,1035,107,-55,-9
高雄市鼓山區哨船頭里,816,51,779,59,749,56,-67,5
高雄市鼓山區桃源里,452,38,429,37,409,36,-43,-2
高雄市左營區進學里,2118,79,2106,77,2134,79,16,0
高雄市左營區尾西里,791,51,769,42,748,39,-43,-12
高雄市左營區頂北里,401,31,379,28,381,25,-20,-6
高雄市左營區中北里,468,46,455,37,430,29,-38,-17
高雄市左營區中南里,387,19,373,20,372,22,-15,3
高雄市左營區廟東里,645,52,638,51,648,47,3,-5
高雄市左營區廟北里,649,64,635,56,609,53,-40,-11
高雄市左營區尾南里,574,44,566,50,548,42,-26,-2
高雄市左營區尾北里,2784,231,2769,234,2689,235,-95,4
高雄市左營區屏山里,1227,109,1202,100,1188,94,-39,-15
高雄市左營區祥和里,263,14,267,17,260,14,-3,0
高雄市左營區永清里,613,248,653,237,586,218,-27,-30
高雄市左營區莒光里,1359,159,1330,168,1301,172,-58,13
高雄市左營區光輝里,1912,285,1882,284,1853,289,-59,4
高雄市左營區合群里,1743,213,1765,197,1713,172,-30,-41
高雄市左營區明建里,586,107,586,103,547,95,-39,-12
高雄市左營區頂西里,729,53,707,55,686,35,-43,-18
高雄市左營區聖后里,548,45,535,40,508,36,-40,-9
高雄市左營區聖西里,254,16,254,14,251,14,-3,-2
高雄市左營區聖南里,406,52,393,41,380,44,-26,-8
高雄市左營區城南里,388,26,375,21,372,20,-16,-6
高雄市左營區路東里,565,45,561,38,521,34,-44,-11
高雄市左營區廍北里,310,25,303,25,293,24,-17,-1
高雄市左營區廍南里,468,36,452,32,434,30,-34,-6
高雄市左營區埤西里,657,35,625,34,587,40,-70,5
高雄市左營區埤北里,1005,62,966,61,931,53,-74,-9
高雄市左營區埤東里,742,99,722,96,682,73,-60,-26
高雄市左營區海勝里,4472,357,4394,347,4268,338,-204,-19
高雄市左營區崇實里,2802,495,2826,494,2820,449,18,-46
高雄市左營區自助里,328,23,322,24,519,45,191,22
高雄市左營區果貿里,2066,189,2091,167,2061,171,-5,-18
高雄市左營區果惠里,1153,68,1158,70,1107,70,-46,2
高雄市左營區果峰里,1245,82,1209,76,1150,80,-95,-2
高雄市左營區新下里,11840,1687,12026,1680,12002,1657,162,-30
高雄市左營區新上里,22745,3508,22575,3495,22215,3367,-530,-141
高雄市左營區新中里,4092,664,4027,665,3923,615,-169,-49
高雄市左營區新光里,12219,2308,12300,2264,12252,2211,33,-97
高雄市左營區菜公里,26371,4706,26481,4595,26246,4379,-125,-327
高雄市左營區福山里,32469,6866,32977,6822,33326,6711,857,-155
高雄市楠梓區清豐里,19917,4424,20160,4540,20231,4502,314,78
高雄市楠梓區東寧里,3662,883,3637,884,3755,946,93,63
高雄市楠梓區五常里,5504,965,5554,1001,5702,1059,198,94
高雄市楠梓區享平里,2676,370,2756,420,2726,434,50,64
高雄市楠梓區中陽里,2793,470,2798,495,2778,515,-15,45
高雄市楠梓區惠楠里,2771,276,2737,279,2736,285,-35,9
高雄市楠梓區惠民里,3378,498,3368,533,3328,534,-50,36
高雄市楠梓區惠豐里,4239,539,4198,513,4136,477,-103,-62
高雄市楠梓區錦屏里,2444,196,2375,194,2280,170,-164,-26
高雄市楠梓區玉屏里,1848,183,1795,172,1683,157,-165,-26
高雄市楠梓區金田里,2974,300,3071,323,3219,360,245,60
高雄市楠梓區稔田里,1181,98,1129,97,1086,78,-95,-20
高雄市楠梓區瑞屏里,3053,383,2999,375,2895,373,-158,-10
高雄市楠梓區翠屏里,14686,1474,14683,1561,14676,1587,-10,113
高雄市楠梓區宏南里,519,109,458,104,407,107,-112,-2
高雄市楠梓區宏毅里,1655,533,1586,526,1474,483,-181,-50
高雄市楠梓區宏榮里,2072,525,2018,527,1983,517,-89,-8
高雄市楠梓區廣昌里,2436,308,2413,304,2347,277,-89,-31
高雄市楠梓區久昌里,2464,335,2460,348,2418,355,-46,20
高雄市楠梓區大昌里,1751,225,1718,218,1693,202,-58,-23
高雄市楠梓區福昌里,1677,223,1670,224,1653,235,-24,12
高雄市楠梓區盛昌里,4876,753,4762,737,4684,724,-192,-29
高雄市楠梓區泰昌里,1184,191,1180,180,1147,171,-37,-20
高雄市楠梓區興昌里,3761,659,3772,682,3775,645,14,-14
高雄市楠梓區建昌里,2199,316,2155,321,2107,311,-92,-5
高雄市楠梓區宏昌里,2852,574,2834,571,2830,579,-22,5
高雄市楠梓區和昌里,1624,177,1615,174,1570,187,-54,10
高雄市楠梓區慶昌里,2570,331,2543,353,2481,356,-89,25
高雄市楠梓區隆昌里,2767,402,2693,402,2606,393,-161,-9
高雄市楠梓區秀昌里,1866,240,1837,256,1770,244,-96,4
高雄市楠梓區裕昌里,4162,806,4213,826,4179,852,17,46
高雄市楠梓區國昌里,3044,504,2998,497,2941,496,-103,-8
高雄市楠梓區加昌里,7387,1409,7359,1379,7210,1340,-177,-69
高雄市楠梓區仁昌里,4613,894,4522,894,4466,894,-147,0
高雄市楠梓區藍田里,6332,1535,6624,1646,6958,1738,626,203
高雄市楠梓區中興里,1400,306,1395,278,1391,291,-9,-15
高雄市楠梓區中和里,3002,721,3485,843,3742,990,740,269
高雄市三民區安東里,2211,317,2163,310,2185,316,-26,-1
高雄市三民區安和里,1903,261,1860,266,1780,251,-123,-10
高雄市三民區達德里,984,143,937,140,913,132,-71,-11
高雄市三民區達明里,1112,164,1058,152,1098,178,-14,14
高雄市三民區達仁里,1134,168,1094,149,1054,156,-80,-12
高雄市三民區達勇里,744,78,725,67,681,68,-63,-10
高雄市三民區同德里,2022,218,2017,228,1969,209,-53,-9
高雄市三民區德智里,1691,231,1618,210,1528,191,-163,-40
高雄市三民區德仁里,1486,171,1452,160,1387,161,-99,-10
高雄市三民區安生里,1119,125,1083,108,1035,100,-84,-25
高雄市三民區德東里,597,72,577,66,550,54,-47,-18
高雄市三民區德行里,814,77,804,73,762,70,-52,-7
高雄市三民區精華里,1115,117,1095,118,1065,119,-50,2
高雄市三民區民享里,1523,158,1459,159,1421,158,-102,0
高雄市三民區安宜里,2431,312,2378,284,2309,271,-122,-41
高雄市三民區安泰里,2967,374,2903,352,2809,351,-158,-23
高雄市三民區安邦里,3257,376,2838,359,2814,355,-443,-21
高雄市三民區十全里,1384,159,1385,175,1385,184,1,25
高雄市三民區十美里,1413,165,1350,163,1257,146,-156,-19
高雄市三民區德北里,1516,148,1513,151,1497,145,-19,-3
高雄市三民區立誠里,488,47,472,47,459,46,-29,-1
高雄市三民區立業里,758,82,731,87,688,70,-70,-12
高雄市三民區港東里,1065,80,1034,85,993,75,-72,-5
高雄市三民區港新里,1113,160,1095,160,1059,161,-54,1
高雄市三民區港西里,598,54,585,54,558,48,-40,-6
高雄市三民區博愛里,927,51,897,54,867,57,-60,6
高雄市三民區博惠里,3245,478,3134,480,3067,510,-178,32
高雄市三民區長明里,837,102,828,98,780,93,-57,-9
高雄市三民區建東里,969,70,981,69,936,67,-33,-3
高雄市三民區興德里,1427,107,1424,109,1511,121,84,14
高雄市三民區鳳南里,631,50,600,48,625,54,-6,4
高雄市三民區鳳北里,1047,104,1032,108,982,98,-65,-6
高雄市三民區德西里,664,70,706,68,737,76,73,6
高雄市三民區豐裕里,1976,196,1928,177,1855,159,-121,-37
高雄市三民區川東里,1054,68,1036,67,1002,66,-52,-2
高雄市三民區裕民里,1094,130,1084,128,1074,114,-20,-16
高雄市三民區力行里,886,84,858,70,826,63,-60,-21
高雄市三民區千歲里,853,94,830,87,798,90,-55,-4
高雄市三民區立德里,894,90,901,87,888,73,-6,-17
高雄市三民區千北里,810,89,790,101,753,77,-57,-12
高雄市三民區千秋里,1585,117,1545,122,1498,105,-87,-12
高雄市三民區鼎金里,3342,375,3280,387,3231,375,-111,0
高雄市三民區鼎盛里,6636,1172,6599,1144,6480,1087,-156,-85
高雄市三民區鼎強里,3404,524,3376,523,3257,484,-147,-40
高雄市三民區鼎力里,3193,491,3223,503,3224,510,31,19
高雄市三民區鼎西里,6287,792,6229,751,6077,702,-210,-90
高雄市三民區鼎中里,2865,255,2807,253,2847,260,-18,5
高雄市三民區鼎泰里,19110,3121,19029,3095,18804,3047,-306,-74
高雄市三民區本館里,7421,773,7270,755,7136,747,-285,-26
高雄市三民區本和里,6268,734,6161,723,6073,686,-195,-48
高雄市三民區本文里,1642,179,1601,152,1525,150,-117,-29
高雄市三民區本武里,1359,316,1303,310,1272,294,-87,-22
高雄市三民區本元里,4514,899,4451,889,4346,871,-168,-28
高雄市三民區本安里,4002,965,3903,943,3774,960,-228,-5
高雄市三民區本上里,4085,1085,3936,1144,3811,1138,-274,53
高雄市三民區本揚里,6367,1659,6243,1673,6157,1717,-210,58
高雄市三民區寶獅里,3024,310,2954,308,2820,281,-204,-29
高雄市三民區寶德里,4291,509,4202,502,4074,484,-217,-25
高雄市三民區寶泰里,3440,439,3361,404,3279,374,-161,-65
高雄市三民區寶興里,5585,651,5548,640,5388,620,-197,-31
高雄市三民區寶中里,2455,395,2373,381,2281,349,-174,-46
高雄市三民區寶華里,2704,454,2716,450,2645,462,-59,8
高雄市三民區寶國里,7023,1448,6949,1432,6739,1447,-284,-1
高雄市三民區寶民里,2660,445,2633,451,2541,431,-119,-14
高雄市三民區寶慶里,2296,396,2200,394,2151,383,-145,-13
高雄市三民區寶業里,4811,1022,4852,1034,4869,1091,58,69
高雄市三民區寶盛里,4114,552,4073,508,3946,494,-168,-58
高雄市三民區寶安里,5945,682,5870,657,5747,650,-198,-32
高雄市三民區寶龍里,3415,529,3400,525,3276,497,-139,-32
高雄市三民區寶珠里,5387,445,5656,427,5595,402,208,-43
高雄市三民區寶玉里,7252,1465,7181,1463,7023,1432,-229,-33
高雄市三民區灣子里,3356,322,3332,312,3261,263,-95,-59
高雄市三民區灣愛里,2596,228,2532,202,2458,214,-138,-14
高雄市三民區灣中里,4484,382,4477,380,4423,336,-61,-46
高雄市三民區灣華里,2210,163,2187,148,2114,119,-96,-44
高雄市三民區灣勝里,1427,137,1399,131,1361,119,-66,-18
高雄市三民區灣利里,2455,250,2397,241,2322,223,-133,-27
高雄市三民區灣復里,3072,270,3016,256,2957,245,-115,-25
高雄市三民區正興里,10453,1627,10443,1657,10381,1644,-72,17
高雄市三民區正順里,3327,537,3257,516,3132,493,-195,-44
高雄市三民區灣興里,1523,289,1516,294,1456,259,-67,-30
高雄市三民區灣成里,1969,209,1993,203,2050,208,81,-1
高雄市三民區安康里,2178,231,2146,233,2066,219,-112,-12
高雄市三民區安寧里,1400,147,1381,147,1355,133,-45,-14
高雄市三民區安吉里,3815,576,3745,549,3613,535,-202,-41
高雄市三民區安發里,3723,517,3632,488,3469,493,-254,-24
高雄市新興區浩然里,1354,104,1341,99,1296,104,-58,0
高雄市新興區振成里,783,67,768,70,747,55,-36,-12
高雄市新興區德生里,2412,348,2357,347,2271,364,-141,16
高雄市新興區振華里,794,96,765,98,732,85,-62,-11
高雄市新興區正氣里,978,84,945,71,905,65,-73,-19
高雄市新興區德政里,489,50,481,42,470,39,-19,-11
高雄市新興區仁聲里,783,69,781,68,776,66,-7,-3
高雄市新興區德望里,1467,174,1450,170,1377,179,-90,5
高雄市新興區華聲里,729,76,700,67,659,61,-70,-15
高雄市新興區蕉園里,548,63,540,64,523,58,-25,-5
高雄市新興區永寧里,1015,115,1000,104,959,98,-56,-17
高雄市新興區玉衡里,614,41,573,42,553,46,-61,5
高雄市新興區順昌里,1551,345,1554,367,1546,377,-5,32
高雄市新興區文昌里,2127,473,2176,503,2177,530,50,57
高雄市新興區光耀里,1802,378,1766,388,1709,398,-93,20
高雄市新興區興昌里,1279,245,1244,260,1206,252,-73,7
高雄市新興區開平里,2824,517,2771,523,2652,523,-172,6
高雄市新興區成功里,983,80,1009,96,995,103,12,23
高雄市新興區新江里,887,102,877,101,839,103,-48,1
高雄市新興區黎明里,673,64,656,59,635,51,-38,-13
高雄市新興區愛平里,779,83,748,84,730,89,-49,6
高雄市新興區南港里,1477,183,1432,181,1387,188,-90,5
高雄市新興區中東里,2263,316,2229,342,2145,334,-118,18
高雄市新興區明莊里,551,28,563,35,528,36,-23,8
高雄市新興區大明里,809,72,788,72,750,67,-59,-5
高雄市新興區秋山里,679,51,723,57,735,55,56,4
高雄市新興區長驛里,774,71,773,71,750,68,-24,-3
高雄市新興區建興里,745,59,735,47,718,47,-27,-12
高雄市新興區建華里,627,36,607,29,585,26,-42,-10
高雄市新興區漢民里,518,48,505,54,507,53,-11,5
高雄市新興區榮治里,605,65,575,56,552,50,-53,-15
高雄市新興區東坡里,885,75,846,67,824,56,-61,-19
高雄市前金區三川里,513,50,500,47,482,34,-31,-16
高雄市前金區草江里,775,69,765,69,725,62,-50,-7
高雄市前金區長城里,1049,89,1042,82,1013,75,-36,-14
高雄市前金區北金里,651,59,624,49,612,46,-39,-13
高雄市前金區東金里,746,64,720,69,706,71,-40,7
高雄市前金區新生里,2939,347,2907,362,2842,353,-97,6
高雄市前金區後金里,501,41,499,42,461,43,-40,2
高雄市前金區長興里,852,87,884,93,838,94,-14,7
高雄市前金區青山里,1376,124,1431,132,1410,122,34,-2
高雄市前金區民生里,569,66,561,75,539,52,-30,-14
高雄市前金區復元里,686,84,665,77,701,78,15,-6
高雄市前金區林投里,757,62,744,65,762,86,5,24
高雄市前金區國民里,714,83,702,91,673,88,-41,5
高雄市前金區社東里,1090,149,1071,167,1016,155,-74,6
高雄市前金區社西里,832,108,810,86,796,81,-36,-27
高雄市前金區博孝里,800,77,803,77,785,65,-15,-12
高雄市前金區長生里,1272,110,1228,100,1188,110,-84,0
高雄市前金區榮復里,826,80,802,75,777,78,-49,-2
高雄市前金區文西里,660,58,687,61,685,67,25,9
高雄市前金區文東里,903,76,885,69,841,64,-62,-12
高雄市苓雅區博仁里,581,49,575,53,547,56,-34,7
高雄市苓雅區苓洲里,1183,89,1171,79,1153,74,-30,-15
高雄市苓雅區苓昇里,936,73,906,70,881,61,-55,-12
高雄市苓雅區苓中里,1377,128,1340,129,1273,106,-104,-22
高雄市苓雅區苓雅里,1112,94,1083,101,1058,99,-54,5
高雄市苓雅區苓東里,1169,84,1128,75,1087,65,-82,-19
高雄市苓雅區城北里,1208,141,1240,140,1253,149,45,8
高雄市苓雅區城西里,443,52,413,48,386,52,-57,0
高雄市苓雅區城東里,1574,189,1549,167,1506,173,-68,-16
高雄市苓雅區意誠里,3121,322,3056,304,2960,310,-161,-12
高雄市苓雅區鼓中里,688,80,670,75,657,66,-31,-14
高雄市苓雅區田西里,991,106,972,105,956,111,-35,5
高雄市苓雅區人和里,1356,135,1355,142,1304,135,-52,0
高雄市苓雅區仁政里,946,70,921,71,867,69,-79,-1
高雄市苓雅區廣澤里,1315,136,1293,139,1255,133,-60,-3
高雄市苓雅區美田里,857,97,858,89,835,88,-22,-9
高雄市苓雅區華堂里,2397,191,2335,199,2292,193,-105,2
高雄市苓雅區日中里,1626,139,1597,132,1548,114,-78,-25
高雄市苓雅區普照里,2410,309,2355,307,2331,291,-79,-18
高雄市苓雅區和煦里,1574,254,1536,260,1502,265,-72,11
高雄市苓雅區晴朗里,1811,147,2001,197,2076,223,265,76
高雄市苓雅區普天里,2666,471,2659,451,2686,493,20,22
高雄市苓雅區林富里,1616,490,1622,521,1673,598,57,108
高雄市苓雅區林圍里,1862,641,1849,648,1787,645,-75,4
高雄市苓雅區林安里,1167,371,1158,383,1125,365,-42,-6
